Temperature,Pressure,Density,Volume,Internal Energy,Enthalpy,Entropy,Cv,Cp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cp (v, J/g*K),Sound Spd. (v, m/s),Joule-Thomson (v, K/MPa),Viscosity (v, uPa*s),Therm. Cond. (v, W/m*K)
256.59,2.1871,1015.5,0.00098475,159.77,161.92,0.86133,0.9328,2.2072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256.77,2.1985,1014.7,0.00098556,160.14,162.31,0.86277,0.93274,2.2095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256.94,2.2099,1013.8,0.00098637,160.51,162.69,0.8642,0.93269,2.2118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257.11,2.2214,1013,0.00098718,160.87,163.06,0.86563,0.93264,2.2141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257.29,2.2328,1012.2,0.00098798,161.24,163.44,0.86706,0.9326,2.2164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257.46,2.2442,1011.3,0.00098879,161.6,163.82,0.86848,0.93255,2.2187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257.63,2.2557,1010.5,0.0009896,161.96,164.19,0.86989,0.93251,2.221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257.8,2.2671,1009.7,0.00099041,162.32,164.57,0.8713,0.93248,2.2234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257.97,2.2785,1008.9,0.00099121,162.68,164.94,0.8727,0.93244,2.2257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258.14,2.2899,1008,0.00099202,163.04,165.31,0.8741,0.93241,2.2281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258.31,2.3014,1007.2,0.00099283,163.4,165.69,0.8755,0.93238,2.2305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258.47,2.3128,1006.4,0.00099364,163.76,166.06,0.87689,0.93236,2.2328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258.64,2.3242,1005.6,0.00099444,164.11,166.43,0.87827,0.93234,2.2352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258.81,2.3357,1004.8,0.00099525,164.47,166.79,0.87965,0.93232,2.2376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258.97,2.3471,1004,0.00099606,164.82,167.16,0.88103,0.9323,2.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259.14,2.3585,1003.1,0.00099686,165.18,167.53,0.8824,0.93229,2.2425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259.3,2.37,1002.3,0.00099767,165.53,167.89,0.88376,0.93228,2.2449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259.47,2.3814,1001.5,0.00099848,165.88,168.26,0.88512,0.93227,2.2473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259.63,2.3928,1000.7,0.00099928,166.23,168.62,0.88648,0.93227,2.2498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259.79,2.4043,999.91,0.0010001,166.58,168.98,0.88783,0.93227,2.2522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259.96,2.4157,999.1,0.0010009,166.93,169.34,0.88918,0.93227,2.2547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260.12,2.4271,998.3,0.0010017,167.27,169.7,0.89052,0.93228,2.2572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260.28,2.4386,997.5,0.0010025,167.62,170.06,0.89186,0.93228,2.2596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260.44,2.45,996.69,0.0010033,167.97,170.42,0.89319,0.9323,2.2621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260.6,2.4614,995.89,0.0010041,168.31,170.78,0.89452,0.93231,2.2646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260.76,2.4729,995.09,0.0010049,168.65,171.14,0.89585,0.93233,2.2672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260.92,2.4843,994.29,0.0010057,169,171.49,0.89717,0.93235,2.2697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261.08,2.4957,993.5,0.0010065,169.34,171.85,0.89848,0.93238,2.2722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261.24,2.5072,992.7,0.0010074,169.68,172.2,0.8998,0.9324,2.2748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261.39,2.5186,991.9,0.0010082,170.02,172.56,0.9011,0.93243,2.2773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261.55,2.53,991.11,0.001009,170.36,172.91,0.90241,0.93247,2.2799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261.71,2.5415,990.32,0.0010098,170.7,173.26,0.90371,0.9325,2.2825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261.86,2.5529,989.52,0.0010106,171.03,173.61,0.90501,0.93254,2.2851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262.02,2.5643,988.73,0.0010114,171.37,173.96,0.9063,0.93259,2.2877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262.17,2.5758,987.94,0.0010122,171.7,174.31,0.90759,0.93263,2.2903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262.33,2.5872,987.15,0.001013,172.04,174.66,0.90887,0.93268,2.2929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262.48,2.5986,986.37,0.0010138,172.37,175.01,0.91015,0.93274,2.2956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262.64,2.6101,985.58,0.0010146,172.71,175.35,0.91143,0.93279,2.2982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262.79,2.6215,984.79,0.0010154,173.04,175.7,0.9127,0.93285,2.3009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262.94,2.6329,984.01,0.0010163,173.37,176.05,0.91397,0.93291,2.3035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263.09,2.6443,983.22,0.0010171,173.7,176.39,0.91524,0.93298,2.3062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263.24,2.6558,982.44,0.0010179,174.03,176.73,0.9165,0.93305,2.3089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263.4,2.6672,981.66,0.0010187,174.36,177.08,0.91776,0.93312,2.3116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263.55,2.6786,980.88,0.0010195,174.69,177.42,0.91901,0.93319,2.3143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263.7,2.6901,980.1,0.0010203,175.02,177.76,0.92026,0.93327,2.3171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263.85,2.7015,979.32,0.0010211,175.34,178.1,0.92151,0.93335,2.3198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263.99,2.7129,978.54,0.0010219,175.67,178.44,0.92275,0.93343,2.3225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264.14,2.7244,977.76,0.0010227,175.99,178.78,0.92399,0.93352,2.3253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264.29,2.7358,976.99,0.0010236,176.32,179.12,0.92523,0.93361,2.3281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264.44,2.7472,976.21,0.0010244,176.64,179.46,0.92646,0.9337,2.3309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264.59,2.7587,975.44,0.0010252,176.97,179.79,0.92769,0.9338,2.3337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264.73,2.7701,974.66,0.001026,177.29,180.13,0.92892,0.93389,2.3365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264.88,2.7815,973.89,0.0010268,177.61,180.47,0.93014,0.934,2.3393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265.03,2.793,973.12,0.0010276,177.93,180.8,0.93136,0.9341,2.3422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265.17,2.8044,972.34,0.0010284,178.25,181.14,0.93258,0.93421,2.345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265.32,2.8158,971.57,0.0010293,178.57,181.47,0.93379,0.93432,2.3479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265.46,2.8273,970.8,0.0010301,178.89,181.8,0.935,0.93443,2.3508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265.61,2.8387,970.03,0.0010309,179.21,182.13,0.93621,0.93454,2.3536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265.75,2.8501,969.27,0.0010317,179.52,182.47,0.93741,0.93466,2.3566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265.89,2.8616,968.5,0.0010325,179.84,182.8,0.93861,0.93478,2.3595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266.04,2.873,967.73,0.0010333,180.16,183.13,0.93981,0.93491,2.3624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266.18,2.8844,966.96,0.0010342,180.47,183.46,0.94101,0.93504,2.3654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266.32,2.8959,966.2,0.001035,180.79,183.79,0.9422,0.93516,2.3683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266.46,2.9073,965.43,0.0010358,181.1,184.11,0.94339,0.9353,2.3713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266.6,2.9187,964.67,0.0010366,181.42,184.44,0.94457,0.93543,2.3743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266.75,2.9302,963.9,0.0010374,181.73,184.77,0.94575,0.93557,2.3773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266.89,2.9416,963.14,0.0010383,182.04,185.09,0.94693,0.93571,2.3803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267.03,2.953,962.38,0.0010391,182.35,185.42,0.94811,0.93585,2.3833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267.17,2.9645,961.62,0.0010399,182.66,185.75,0.94928,0.936,2.3864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267.31,2.9759,960.86,0.0010407,182.97,186.07,0.95045,0.93615,2.3894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267.44,2.9873,960.1,0.0010416,183.28,186.39,0.95162,0.9363,2.3925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267.58,2.9987,959.34,0.0010424,183.59,186.72,0.95278,0.93645,2.3956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267.72,3.0102,958.58,0.0010432,183.9,187.04,0.95395,0.93661,2.3987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267.86,3.0216,957.82,0.001044,184.21,187.36,0.95511,0.93676,2.4018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,3.033,957.06,0.0010449,184.52,187.69,0.95626,0.93692,2.4049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268.13,3.0445,956.3,0.0010457,184.82,188.01,0.95741,0.93709,2.4081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268.27,3.0559,955.54,0.0010465,185.13,188.33,0.95857,0.93725,2.4112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268.41,3.0673,954.79,0.0010474,185.43,188.65,0.95971,0.93742,2.4144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268.54,3.0788,954.03,0.0010482,185.74,188.97,0.96086,0.93759,2.4176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268.68,3.0902,953.28,0.001049,186.04,189.29,0.962,0.93776,2.4208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268.81,3.1016,952.52,0.0010498,186.35,189.6,0.96314,0.93794,2.424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268.95,3.1131,951.77,0.0010507,186.65,189.92,0.96428,0.93812,2.4273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269.08,3.1245,951.01,0.0010515,186.95,190.24,0.96541,0.93829,2.4305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269.22,3.1359,950.26,0.0010523,187.26,190.56,0.96655,0.93848,2.4338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269.35,3.1474,949.51,0.0010532,187.56,190.87,0.96768,0.93866,2.4371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269.48,3.1588,948.75,0.001054,187.86,191.19,0.9688,0.93885,2.4404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269.62,3.1702,948,0.0010548,188.16,191.5,0.96993,0.93903,2.4437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269.75,3.1817,947.25,0.0010557,188.46,191.82,0.97105,0.93922,2.4471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269.88,3.1931,946.5,0.0010565,188.76,192.13,0.97217,0.93942,2.4504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270.01,3.2045,945.75,0.0010574,189.06,192.45,0.97329,0.93961,2.4538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270.15,3.216,945,0.0010582,189.36,192.76,0.9744,0.93981,2.4572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270.28,3.2274,944.25,0.001059,189.65,193.07,0.97552,0.94,2.4606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270.41,3.2388,943.5,0.0010599,189.95,193.38,0.97663,0.9402,2.464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270.54,3.2503,942.75,0.0010607,190.25,193.7,0.97773,0.94041,2.4675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270.67,3.2617,942,0.0010616,190.54,194.01,0.97884,0.94061,2.4709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270.8,3.2731,941.25,0.0010624,190.84,194.32,0.97994,0.94082,2.4744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270.93,3.2846,940.51,0.0010633,191.14,194.63,0.98104,0.94102,2.4779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271.06,3.296,939.76,0.0010641,191.43,194.94,0.98214,0.94123,2.4814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271.19,3.3074,939.01,0.001065,191.73,195.25,0.98324,0.94144,2.4849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271.31,3.3189,938.26,0.0010658,192.02,195.56,0.98433,0.94166,2.4885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271.44,3.3303,937.52,0.0010666,192.31,195.86,0.98542,0.94187,2.4921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271.57,3.3417,936.77,0.0010675,192.61,196.17,0.98651,0.94209,2.4956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271.7,3.3531,936.03,0.0010683,192.9,196.48,0.9876,0.9423,2.4992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271.83,3.3646,935.28,0.0010692,193.19,196.79,0.98868,0.94252,2.5029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271.95,3.376,934.53,0.0010701,193.48,197.09,0.98977,0.94274,2.5065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272.08,3.3874,933.79,0.0010709,193.77,197.4,0.99085,0.94297,2.5102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272.21,3.3989,933.04,0.0010718,194.06,197.71,0.99193,0.94319,2.5139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272.33,3.4103,932.3,0.0010726,194.35,198.01,0.993,0.94342,2.5176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272.46,3.4217,931.56,0.0010735,194.64,198.32,0.99408,0.94364,2.5213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272.58,3.4332,930.81,0.0010743,194.93,198.62,0.99515,0.94387,2.525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272.71,3.4446,930.07,0.0010752,195.22,198.92,0.99622,0.9441,2.5288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272.83,3.456,929.32,0.0010761,195.51,199.23,0.99729,0.94433,2.5326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272.96,3.4675,928.58,0.0010769,195.8,199.53,0.99836,0.94457,2.5364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273.08,3.4789,927.84,0.0010778,196.09,199.83,0.99942,0.9448,2.5402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273.21,3.4903,927.09,0.0010786,196.37,200.14,1.0005,0.94504,2.5441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273.33,3.5018,926.35,0.0010795,196.66,200.44,1.0015,0.94527,2.5479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273.45,3.5132,925.61,0.0010804,196.95,200.74,1.0026,0.94551,2.5518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273.58,3.5246,924.87,0.0010812,197.23,201.04,1.0037,0.94575,2.5557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273.7,3.5361,924.12,0.0010821,197.52,201.34,1.0047,0.94599,2.5597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273.82,3.5475,923.38,0.001083,197.8,201.64,1.0058,0.94623,2.5636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273.94,3.5589,922.64,0.0010838,198.09,201.94,1.0068,0.94648,2.5676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274.07,3.5704,921.9,0.0010847,198.37,202.24,1.0079,0.94672,2.5716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274.19,3.5818,921.16,0.0010856,198.65,202.54,1.0089,0.94697,2.5756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274.31,3.5932,920.42,0.0010865,198.94,202.84,1.01,0.94721,2.5797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274.43,3.6047,919.67,0.0010873,199.22,203.14,1.011,0.94746,2.5837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274.55,3.6161,918.93,0.0010882,199.5,203.44,1.012,0.94771,2.5878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274.67,3.6275,918.19,0.0010891,199.79,203.74,1.0131,0.94796,2.5919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274.79,3.639,917.45,0.00109,200.07,204.04,1.0141,0.94821,2.5961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274.91,3.6504,916.71,0.0010909,200.35,204.33,1.0152,0.94846,2.6002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275.03,3.6618,915.97,0.0010917,200.63,204.63,1.0162,0.94871,2.6044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275.15,3.6733,915.23,0.0010926,200.91,204.93,1.0172,0.94897,2.6086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275.27,3.6847,914.49,0.0010935,201.19,205.22,1.0183,0.94922,2.6128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275.39,3.6961,913.75,0.0010944,201.47,205.52,1.0193,0.94948,2.6171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275.51,3.7075,913.01,0.0010953,201.75,205.81,1.0203,0.94973,2.6214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275.62,3.719,912.27,0.0010962,202.03,206.11,1.0213,0.94999,2.6257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275.74,3.7304,911.52,0.0010971,202.31,206.4,1.0224,0.95025,2.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275.86,3.7418,910.78,0.001098,202.59,206.7,1.0234,0.95051,2.6344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275.98,3.7533,910.04,0.0010988,202.87,206.99,1.0244,0.95077,2.6388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276.09,3.7647,909.3,0.0010997,203.15,207.29,1.0254,0.95103,2.6432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276.21,3.7761,908.56,0.0011006,203.42,207.58,1.0264,0.95129,2.6476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276.33,3.7876,907.82,0.0011015,203.7,207.87,1.0275,0.95155,2.6521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276.44,3.799,907.08,0.0011024,203.98,208.17,1.0285,0.95181,2.6566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276.56,3.8104,906.34,0.0011033,204.26,208.46,1.0295,0.95208,2.6611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276.68,3.8219,905.6,0.0011042,204.53,208.75,1.0305,0.95234,2.6656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276.79,3.8333,904.86,0.0011051,204.81,209.04,1.0315,0.95261,2.6702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276.91,3.8447,904.12,0.0011061,205.08,209.34,1.0325,0.95287,2.6748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277.02,3.8562,903.38,0.001107,205.36,209.63,1.0335,0.95314,2.6794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277.14,3.8676,902.64,0.0011079,205.63,209.92,1.0345,0.95341,2.6841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277.25,3.879,901.9,0.0011088,205.91,210.21,1.0355,0.95367,2.6887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277.37,3.8905,901.15,0.0011097,206.18,210.5,1.0365,0.95394,2.6935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
